a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,niveau_hierarchique_poste,heure_supplementaires,augmentation_salaire_precedente,satisfaction_globale,note_evaluation
0,1,0,4,3,Transformation Digitale,Occasionnel,2,31,1,3978,Divorcé(e),Consulting,Consultant,8,2,1,0,12,2.0,3.5
0,1,3,6,3,Autre,Frequent,7,26,0,2544,Marié(e),Consulting,Consultant,0,7,1,0,18,2.75,3.5
0,0,3,1,4,Transformation Digitale,Frequent,0,45,0,5399,Célibataire,Consulting,Manager,4,4,2,0,12,2.75,3.0
0,0,2,10,4,Marketing,Occasionnel,0,33,0,5487,Célibataire,Commercial,Cadre Commercial,1,10,2,0,14,2.25,3.0
0,1,2,1,2,Infra & Cloud,Frequent,0,28,0,6834,Marié(e),Commercial,Cadre Commercial,1,7,2,1,12,3.25,2.5
1,0,3,24,3,Entrepreunariat,Frequent,0,29,0,1091,Célibataire,Commercial,Représentant Commercial,1,1,1,0,17,2.75,3.5
0,1,1,21,4,Infra & Cloud,Aucun,1,39,1,5736,Marié(e),Commercial,Cadre Commercial,6,3,2,0,19,2.5,2.0
0,1,3,2,4,Entrepreunariat,Occasionnel,1,27,0,2226,Marié(e),Consulting,Assistant de Direction,1,5,1,0,11,2.25,3.0
0,0,3,22,4,Autre,Frequent,6,34,0,5747,Marié(e),Consulting,Assistant de Direction,1,15,2,1,15,3.0,2.5
1,0,0,13,2,Marketing,Occasionnel,2,28,1,9854,Célibataire,Commercial,Cadre Commercial,3,2,2,1,11,3.5,3.0
0,1,4,14,4,Entrepreunariat,Aucun,1,47,0,5467,Marié(e),Consulting,Assistant de Direction,8,8,2,0,18,3.0,3.0
0,1,3,11,5,Marketing,Occasionnel,0,56,1,5380,Marié(e),Commercial,Cadre Commercial,4,0,2,0,16,2.75,2.5
0,1,3,9,2,Transformation Digitale,Occasionnel,7,39,0,5151,Marié(e),Consulting,Tech Lead,1,10,2,0,25,2.25,3.5
0,1,3,8,3,Transformation Digitale,Frequent,0,38,1,2133,Divorcé(e),Consulting,Assistant de Direction,1,20,2,1,16,3.0,2.5
0,1,2,21,3,Infra & Cloud,Occasionnel,0,58,1,17875,Marié(e),Commercial,Senior Manager,4,1,4,1,13,3.25,3.0
1,0,2,5,2,Infra & Cloud,Frequent,0,32,1,2432,Célibataire,Consulting,Assistant de Direction,3,4,1,1,14,2.0,3.5
0,2,0,9,2,Infra & Cloud,Occasionnel,0,38,0,4771,Divorcé(e),Consulting,Assistant de Direction,2,5,1,0,19,3.5,3.0
0,0,3,2,1,Infra & Cloud,Frequent,4,49,0,19161,Marié(e),Consulting,Directeur Technique,3,5,5,0,15,3.25,3.0
0,2,4,12,4,Marketing,Occasionnel,0,42,0,5087,Divorcé(e),Commercial,Cadre Commercial,3,0,2,1,12,3.0,3.0
1,0,2,22,3,Ressources Humaines,Frequent,0,27,1,2863,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,12,1.75,2.5
0,1,2,18,4,Transformation Digitale,Occasionnel,0,35,0,5561,Marié(e),Commercial,Cadre Commercial,0,5,2,0,16,2.0,3.0
0,0,3,16,3,Transformation Digitale,Aucun,1,28,0,2144,Célibataire,Consulting,Assistant de Direction,1,5,1,0,14,2.75,3.0
0,1,3,3,2,Transformation Digitale,Aucun,2,31,0,3065,Divorcé(e),Consulting,Assistant de Direction,1,4,1,1,13,3.0,3.0
0,0,3,9,4,Infra & Cloud,Aucun,0,36,0,2810,Marié(e),Consulting,Consultant,1,5,1,0,22,2.0,4.0
0,0,3,1,3,Marketing,Occasionnel,2,34,0,9888,Célibataire,Commercial,Cadre Commercial,1,14,3,0,21,2.0,3.5
0,1,2,13,4,Transformation Digitale,Occasionnel,1,34,0,8628,Divorcé(e),Commercial,Cadre Commercial,1,8,3,0,18,3.0,3.0
0,0,6,1,3,Transformation Digitale,Occasionnel,7,26,0,2867,Célibataire,Consulting,Consultant,0,7,1,0,13,2.5,3.0
0,1,5,1,3,Infra & Cloud,Occasionnel,0,29,0,5373,Marié(e),Consulting,Manager,0,5,2,0,12,1.25,3.0
0,1,6,15,4,Transformation Digitale,Aucun,1,32,1,6667,Divorcé(e),Consulting,Manager,5,5,2,0,18,3.0,3.0
0,0,6,1,3,Infra & Cloud,Frequent,8,31,0,5003,Marié(e),Consulting,Assistant de Direction,1,10,2,0,21,2.5,2.5
1,1,2,17,3,Entrepreunariat,Occasionnel,0,28,0,2367,Divorcé(e),Consulting,Consultant,5,4,1,0,12,2.5,2.5
0,0,3,1,3,Infra & Cloud,Occasionnel,0,38,0,2858,Célibataire,Commercial,Représentant Commercial,4,1,1,0,14,1.25,2.5
0,0,2,7,4,Infra & Cloud,Occasionnel,0,35,1,5204,Marié(e),Commercial,Cadre Commercial,1,10,2,1,11,3.5,3.0
0,0,5,9,3,Marketing,Occasionnel,0,27,0,4105,Célibataire,Commercial,Cadre Commercial,1,7,2,0,14,3.0,3.0
0,0,1,5,4,Infra & Cloud,Occasionnel,0,32,0,9679,Célibataire,Consulting,Tech Lead,8,1,2,0,24,3.25,3.0
1,0,4,26,4,Marketing,Frequent,0,31,0,5617,Marié(e),Commercial,Cadre Commercial,1,10,2,1,11,2.75,3.0
1,0,2,24,4,Infra & Cloud,Occasionnel,2,53,0,10448,Célibataire,Commercial,Cadre Commercial,6,2,3,1,13,1.5,3.0
0,2,6,9,2,Infra & Cloud,Occasionnel,2,54,1,2897,Marié(e),Consulting,Assistant de Direction,3,4,2,0,11,2.25,3.0
0,3,2,7,2,Infra & Cloud,Frequent,2,33,0,5968,Divorcé(e),Consulting,Manager,1,9,2,0,20,3.25,3.5
0,1,1,11,3,Infra & Cloud,Occasionnel,0,43,0,7510,Marié(e),Consulting,Manager,1,10,3,0,17,2.25,3.0
0,1,2,1,4,Autre,Frequent,1,38,0,2991,Marié(e),Ressources Humaines,Ressources Humaines,0,6,1,1,11,2.75,3.0
0,1,0,26,4,Ressources Humaines,Occasionnel,1,55,0,19636,Marié(e),Ressources Humaines,Senior Manager,4,10,5,1,18,2.25,3.5
0,3,4,2,1,Transformation Digitale,Occasionnel,0,31,1,1129,Divorcé(e),Consulting,Consultant,1,1,1,1,11,3.5,2.0
0,0,3,15,4,Marketing,Occasionnel,11,39,0,13341,Célibataire,Commercial,Cadre Commercial,0,20,4,0,12,1.75,3.0
0,0,2,23,2,Infra & Cloud,Aucun,3,42,0,4332,Célibataire,Consulting,Assistant de Direction,1,20,2,0,12,3.5,2.5
0,1,2,10,3,Transformation Digitale,Aucun,4,31,1,11031,Marié(e),Consulting,Directeur Technique,4,11,3,0,20,3.25,3.5
0,0,3,10,3,Transformation Digitale,Occasionnel,1,54,1,4440,Célibataire,Consulting,Tech Lead,6,5,2,1,19,2.75,3.0
0,0,2,1,2,Infra & Cloud,Occasionnel,1,24,0,4617,Célibataire,Consulting,Manager,1,4,2,0,12,2.25,2.5
0,0,6,12,2,Autre,Occasionnel,1,23,0,2647,Célibataire,Consulting,Consultant,1,5,1,0,13,3.75,3.0
0,1,2,11,3,Entrepreunariat,Frequent,9,40,1,6323,Marié(e),Consulting,Consultant,1,10,2,0,11,3.0,3.0
0,1,4,2,2,Marketing,Occasionnel,5,40,1,5677,Marié(e),Commercial,Cadre Commercial,3,11,2,0,14,2.5,3.0
0,0,3,2,3,Ressources Humaines,Occasionnel,1,25,1,2187,Marié(e),Ressources Humaines,Ressources Humaines,4,2,1,0,14,2.75,3.0
0,0,6,1,2,Transformation Digitale,Occasionnel,1,30,0,3748,Marié(e),Consulting,Consultant,1,12,1,0,13,2.75,3.0
0,1,2,2,1,Autre,Occasionnel,0,25,0,3977,Divorcé(e),Consulting,Consultant,6,2,1,1,19,3.0,3.0
0,0,3,25,3,Transformation Digitale,Occasionnel,12,47,0,8633,Célibataire,Consulting,Manager,2,17,3,0,23,2.25,3.5
0,3,2,1,2,Transformation Digitale,Aucun,0,33,0,2008,Divorcé(e),Consulting,Consultant,1,1,1,0,12,2.5,2.5
0,2,3,1,4,Infra & Cloud,Occasionnel,5,38,0,4440,Marié(e),Commercial,Cadre Commercial,0,15,2,0,15,2.5,3.0
0,1,1,2,2,Infra & Cloud,Occasionnel,1,31,0,3067,Marié(e),Commercial,Représentant Commercial,0,2,1,0,19,2.5,3.0
0,1,1,6,4,Infra & Cloud,Frequent,7,38,0,5321,Marié(e),Consulting,Tech Lead,2,8,2,0,11,2.75,2.5
0,1,3,18,4,Infra & Cloud,Occasionnel,1,42,0,5410,Divorcé(e),Consulting,Assistant de Direction,6,4,2,1,17,2.5,3.0
0,1,3,1,3,Infra & Cloud,Occasionnel,1,41,0,2782,Marié(e),Consulting,Assistant de Direction,3,5,1,0,22,3.0,3.5
0,2,3,1,1,Transformation Digitale,Aucun,5,47,1,11957,Marié(e),Consulting,Directeur Technique,0,13,3,0,18,1.75,3.0
0,1,3,11,4,Transformation Digitale,Occasionnel,2,35,0,2660,Marié(e),Consulting,Consultant,7,2,1,1,11,3.25,3.0
0,0,2,1,2,Infra & Cloud,Occasionnel,1,22,0,3375,Célibataire,Consulting,Assistant de Direction,0,3,1,0,12,3.75,3.0
0,0,5,9,4,Transformation Digitale,Occasionnel,0,35,0,5098,Célibataire,Consulting,Assistant de Direction,1,10,2,0,19,2.5,3.0
0,1,6,15,2,Transformation Digitale,Occasionnel,8,33,1,4878,Marié(e),Consulting,Manager,0,9,2,1,13,2.5,3.0
0,0,3,29,4,Infra & Cloud,Occasionnel,4,32,1,2837,Célibataire,Consulting,Consultant,1,6,1,0,13,2.75,2.5
0,2,3,1,4,Infra & Cloud,Occasionnel,0,40,0,2406,Marié(e),Consulting,Consultant,8,1,1,0,19,2.5,3.0
0,1,2,1,4,Transformation Digitale,Occasionnel,2,32,0,2269,Marié(e),Commercial,Représentant Commercial,0,2,1,0,14,2.25,2.5
0,0,2,24,1,Infra & Cloud,Occasionnel,1,39,0,4108,Célibataire,Consulting,Assistant de Direction,7,7,2,0,13,2.25,3.0
0,1,3,10,3,Transformation Digitale,Occasionnel,1,38,1,13206,Marié(e),Consulting,Directeur Technique,3,18,3,0,12,2.25,2.0
0,2,3,1,4,Marketing,Occasionnel,5,32,1,10422,Marié(e),Commercial,Cadre Commercial,1,14,3,0,19,3.25,3.0
0,1,2,10,3,Infra & Cloud,Occasionnel,6,37,1,13744,Marié(e),Consulting,Directeur Technique,1,16,3,1,25,2.75,4.0
0,1,3,8,2,Autre,Occasionnel,0,25,1,4907,Divorcé(e),Commercial,Cadre Commercial,0,5,2,1,22,2.0,3.5
0,2,3,29,4,Infra & Cloud,Aucun,0,52,0,3482,Divorcé(e),Commercial,Représentant Commercial,2,9,1,0,15,2.25,3.0
0,0,2,1,3,Transformation Digitale,Occasionnel,1,44,0,2436,Célibataire,Consulting,Assistant de Direction,6,4,1,1,12,3.0,3.0
0,0,6,5,1,Transformation Digitale,Occasionnel,1,21,0,2380,Célibataire,Commercial,Représentant Commercial,1,2,1,1,11,2.75,3.0
0,0,3,9,3,Infra & Cloud,Aucun,1,39,0,19431,Célibataire,Consulting,Senior Manager,2,6,5,0,13,3.25,3.0
1,1,3,9,3,Marketing,Frequent,1,23,0,1790,Marié(e),Commercial,Représentant Commercial,1,1,1,0,19,2.0,3.0
0,2,2,3,3,Transformation Digitale,Occasionnel,3,36,1,7644,Marié(e),Commercial,Cadre Commercial,0,9,3,0,19,2.75,2.5
0,3,3,4,2,Infra & Cloud,Frequent,0,36,1,5131,Divorcé(e),Consulting,Tech Lead,7,4,2,0,13,2.75,3.0
0,1,2,1,4,Infra & Cloud,Aucun,1,56,0,6306,Divorcé(e),Consulting,Manager,1,13,2,0,21,2.25,3.5
1,3,3,1,4,Transformation Digitale,Occasionnel,2,29,0,4787,Marié(e),Consulting,Assistant de Direction,9,2,1,1,14,2.75,3.0
0,0,2,2,3,Infra & Cloud,Occasionnel,4,42,0,18880,Marié(e),Consulting,Senior Manager,5,22,5,0,11,1.75,3.0
1,1,4,7,2,Entrepreunariat,Occasionnel,9,56,0,2339,Marié(e),Consulting,Consultant,8,10,1,0,11,3.0,3.0
0,1,3,28,4,Infra & Cloud,Occasionnel,0,41,1,13570,Marié(e),Consulting,Tech Lead,0,20,4,0,23,2.25,3.0
0,2,2,28,3,Marketing,Occasionnel,1,34,1,6712,Marié(e),Commercial,Cadre Commercial,1,8,2,0,21,3.5,3.0
0,1,4,15,4,Marketing,Aucun,11,36,0,5406,Divorcé(e),Commercial,Cadre Commercial,1,15,2,0,24,2.75,2.5
0,1,5,3,3,Infra & Cloud,Occasionnel,0,41,0,8938,Divorcé(e),Commercial,Cadre Commercial,2,5,2,0,11,2.75,2.5
0,0,4,2,3,Entrepreunariat,Occasionnel,1,32,0,2439,Célibataire,Consulting,Assistant de Direction,1,4,1,0,14,3.0,3.0
0,0,2,26,4,Infra & Cloud,Occasionnel,1,35,1,8837,Célibataire,Ressources Humaines,Ressources Humaines,1,9,3,1,16,3.25,3.0
0,1,1,10,2,Infra & Cloud,Occasionnel,1,38,1,5343,Marié(e),Commercial,Cadre Commercial,1,10,2,0,11,2.75,3.0
1,2,3,1,4,Infra & Cloud,Frequent,0,50,0,6728,Divorcé(e),Commercial,Cadre Commercial,7,6,2,0,12,3.0,3.0
0,1,2,11,4,Marketing,Occasionnel,0,36,1,6652,Marié(e),Commercial,Cadre Commercial,4,6,2,0,13,2.25,2.5
0,0,3,20,3,Infra & Cloud,Occasionnel,0,45,1,4850,Célibataire,Commercial,Cadre Commercial,8,5,2,0,15,3.25,3.0
0,0,2,2,4,Infra & Cloud,Occasionnel,2,40,0,2809,Célibataire,Consulting,Assistant de Direction,2,2,1,0,14,3.25,2.5
0,2,2,18,4,Infra & Cloud,Frequent,0,35,0,5689,Marié(e),Consulting,Manager,1,10,2,1,14,3.5,3.0
0,3,2,2,4,Transformation Digitale,Occasionnel,0,40,1,2001,Marié(e),Consulting,Assistant de Direction,2,5,1,0,14,2.75,3.0
0,1,5,1,4,Infra & Cloud,Occasionnel,1,35,1,2977,Marié(e),Consulting,Assistant de Direction,1,4,1,0,12,3.5,2.0
0,1,2,13,2,Autre,Occasionnel,0,29,0,4025,Marié(e),Consulting,Consultant,4,4,2,1,13,2.5,2.5
0,0,3,28,4,Transformation Digitale,Occasionnel,0,29,1,3785,Célibataire,Consulting,Assistant de Direction,1,5,1,0,14,2.0,2.5
1,1,3,28,3,Marketing,Occasionnel,2,50,0,10854,Divorcé(e),Commercial,Cadre Commercial,4,3,3,1,13,2.5,2.5
0,1,2,24,1,Marketing,Occasionnel,9,39,1,12031,Marié(e),Commercial,Cadre Commercial,0,20,4,0,11,2.25,2.5
0,0,2,5,3,Transformation Digitale,Aucun,1,31,0,9936,Célibataire,Consulting,Tech Lead,0,9,2,0,19,2.0,3.0
0,0,2,5,3,Autre,Occasionnel,0,26,1,2966,Célibataire,Commercial,Représentant Commercial,0,4,1,0,18,3.5,2.5
0,1,3,23,2,Transformation Digitale,Frequent,0,36,0,2571,Marié(e),Consulting,Consultant,4,5,2,0,17,3.25,3.5
0,1,5,6,1,Transformation Digitale,Occasionnel,1,39,0,9991,Marié(e),Consulting,Manager,4,7,3,0,15,2.25,2.5
0,1,0,4,3,Infra & Cloud,Occasionnel,0,27,0,6142,Marié(e),Consulting,Tech Lead,1,6,2,1,20,2.25,4.0
0,0,3,2,3,Transformation Digitale,Frequent,0,49,0,5390,Marié(e),Commercial,Cadre Commercial,2,9,2,0,14,3.0,2.5
0,0,3,8,3,Transformation Digitale,Occasionnel,1,34,0,4404,Marié(e),Consulting,Consultant,2,4,2,0,12,2.5,3.5
